000001,1,1491,264,85.5,109.5
000002,1,1470.5,267,85,109.5
000003,1,1450,270,84.5,109.5
000004,1,1429.5,273,84,109.5
000005,1,1380.5,275.5,86,108.5
000006,1,1331.5,278,88,107.5
000007,1,1282.5,280.5,90,106.5
000008,1,1249.5,284.25,90,109.5
000009,1,1216.5,288,90,112.5
000010,1,1165,284,93.5,119
000011,1,1113.5,280,97,125.5
000012,1,1062,276,100.5,132
000013,1,1026,287,103,131
000014,1,990,298,105.5,130
000015,1,954,309,108,129
000016,1,915,324.5,110,135
000016,2,1074,243,78,87
000017,1,876,340,112,141
000017,2,1080,248.25,75,86.25
000018,1,837,355.5,114,147
000018,2,1086,253.5,72,85.5
000019,1,812.25,356.25,116.25,149.25
000019,2,1083.75,255,80.25,93.75
000020,1,787.5,357,118.5,151.5
000020,2,1081.5,256.5,88.5,102
000021,1,759,373,121,154.5
000021,2,1078.5,263.25,89.25,102
000022,1,730.5,389,123.5,157.5
000022,2,1075.5,270,90,102
000023,1,702,405,126,160.5
000023,2,1068.75,279,89.25,103.5
000024,1,671.25,412.5,128.25,170.25
000024,2,1062,288,88.5,105
000025,1,640.5,420,130.5,180
000025,2,1050,289.5,93,105.75
000026,1,635,434,135,181.5
000026,2,1038,291,97.5,106.5
000027,1,629.5,448,139.5,183
000027,2,1036.5,300.5,97,108
000028,1,624,462,144,184.5
000028,2,1035,310,96.5,109.5
000029,1,630,486,148.5,189
000029,2,1033.5,319.5,96,111
000030,1,636,510,153,193.5
000030,2,1031.5,323.5,95,109
000031,1,627.75,511.5,156.75,203.25
000031,2,1029.5,327.5,94,107
000032,1,619.5,513,160.5,213
000032,2,1027.5,331.5,93,105
000033,1,605,553,170.5,225.5
000033,2,1016.5,335.5,95.5,110.5
000034,1,590.5,593,180.5,238
000034,2,1005.5,339.5,98,116
000035,1,576,633,190.5,250.5
000035,2,994.5,343.5,100.5,121.5
000036,1,573,644.5,195.5,264
000036,2,978,354,103.5,123
000037,1,570,656,200.5,277.5
000037,2,961.5,364.5,106.5,124.5
000038,1,567,667.5,205.5,291
000038,2,945,375,109.5,126
000039,1,594.75,731.25,225.75,287.25
000039,2,938,377.5,115.5,132
000040,1,622.5,795,246,283.5
000040,2,931,380,121.5,138
000041,1,699,877.5,241.5,201
000041,2,924,382.5,127.5,144
000042,1,732,927,264,151.5
000042,2,925,395,130.5,146.5
000043,2,926,407.5,133.5,149
000044,2,927,420,136.5,151.5
000045,2,922.5,422.5,136.5,151
000045,8,1438.5,151.5,64.5,85.5
000046,2,918,425,136.5,150.5
000046,8,1429.5,153,64.5,86
000047,2,913.5,427.5,136.5,150
000047,8,1420.5,154.5,64.5,86.5
000048,2,901.5,448,138,155
000048,8,1411.5,156,64.5,87
000049,2,889.5,468.5,139.5,160
000049,8,1407.5,158.5,65,84.5
000050,2,877.5,489,141,165
000050,3,1213.5,157.5,81,105
000050,8,1403.5,161,65.5,82
000051,2,870,493,146.5,171
000051,3,1191.38,169.875,80.625,101.625
000051,8,1399.5,163.5,66,79.5
000052,2,862.5,497,152,177
000052,3,1169.25,182.25,80.25,98.25
000052,8,1387.5,169.5,66,79.5
000053,2,855,501,157.5,183
000053,3,1147.13,194.625,79.875,94.875
000053,8,1375.5,175.5,66,79.5
000054,2,856.5,527.25,162,188.25
000054,3,1125,207,79.5,91.5
000054,8,1363.5,181.5,66,79.5
000055,2,858,553.5,166.5,193.5
000055,3,1114,204.5,79.5,92
000055,8,1351.5,180,66.5,81.5
000056,2,857.5,563.5,171,203
000056,3,1103,202,79.5,92.5
000056,8,1339.5,178.5,67,83.5
000057,2,857,573.5,175.5,212.5
000057,3,1092,199.5,79.5,93
000057,8,1327.5,177,67.5,85.5
000058,2,856.5,583.5,180,222
000058,3,1086.5,209.5,82,100
000058,8,1317.5,179.5,67.5,86.5
000059,2,840,599,184.5,225.5
000059,3,1081,219.5,84.5,107
000059,8,1307.5,182,67.5,87.5
000060,2,823.5,614.5,189,229
000060,3,1075.5,229.5,87,114
000060,8,1297.5,184.5,67.5,88.5
000061,2,807,630,193.5,232.5
000061,3,1069.5,232.5,88.5,118.5
000061,8,1292,189,68.5,91
000062,2,794,658.5,198,240
000062,3,1063.5,235.5,90,123
000062,8,1286.5,193.5,69.5,93.5
000063,2,781,687,202.5,247.5
000063,3,1055.25,234.75,89.25,121.5
000063,8,1281,198,70.5,96
000064,2,768,715.5,207,255
000064,3,1047,234,88.5,120
000064,8,1269.5,199,73,98
000065,2,757,738,212.5,257.5
000065,3,1022.5,246,89,124
000065,8,1258,200,75.5,100
000066,2,746,760.5,218,260
000066,3,998,258,89.5,128
000066,8,1246.5,201,78,102
000067,2,735,783,223.5,262.5
000067,3,973.5,270,90,132
000067,8,1228.5,209.25,79.5,102
000068,2,735,838.5,232.5,240
000068,3,957,267.5,91.5,131.5
000068,8,1210.5,217.5,81,102
000069,2,730.5,883.5,243,195
000069,3,940.5,265,93,131
000069,8,1198.5,214.5,83,103.5
000070,2,727.5,913.5,235.5,165
000070,3,924,262.5,94.5,130.5
000070,8,1186.5,211.5,85,105
000070,9,682.5,247.5,78,93
000071,2,717,933,250.5,145.5
000071,3,912,271.5,94.5,134.25
000071,8,1174.5,208.5,87,106.5
000071,9,695,251,76.5,93.5
000072,2,706.5,952.5,265.5,126
000072,3,900,280.5,94.5,138
000072,8,1166.5,216.5,84.5,109
