000001,1,759,499.5,138,175.5
000001,2,1053,148.5,54,64.5
000001,3,1332,144,54,76.5
000001,4,1177.5,166.5,49.5,55.5
000001,20,763.5,150,46.5,54
000002,1,756.5,502.5,139,178
000002,2,1052.5,149,54,64.5
000002,3,1331.63,142.5,53.625,77.25
000002,4,1176.3,166.5,49.2,55.5
000002,20,756,148.5,47.5,54.5
000003,1,754,505.5,140,180.5
000003,2,1052,149.5,54,64.5
000003,3,1331.25,141,53.25,78
000003,4,1175.1,166.5,48.9,55.5
000003,20,748.5,147,48.5,55
000004,1,751.5,508.5,141,183
000004,2,1051.5,150,54,64.5
000004,3,1330.88,139.5,52.875,78.75
000004,4,1173.9,166.5,48.6,55.5
000004,20,741,145.5,49.5,55.5
000005,1,749.5,533.5,146,189
000005,2,1055,150.5,53.5,66.5
000005,3,1330.5,138,52.5,79.5
000005,4,1172.7,166.5,48.3,55.5
000005,20,721.5,144,45.75,54
000006,1,747.5,558.5,151,195
000006,2,1058.5,151,53,68.5
000006,3,1330.2,139.5,52.8,79.5
000006,4,1171.5,166.5,48,55.5
000006,20,702,142.5,42,52.5
000007,1,745.5,583.5,156,201
000007,2,1062,151.5,52.5,70.5
000007,3,1329.9,141,53.1,79.5
000007,4,1170.75,166.125,48,57
000007,20,689.25,146.25,45.75,53.25
000008,1,748.5,594,162,207
000008,2,1069.5,153.5,51.5,69.5
000008,3,1329.6,142.5,53.4,79.5
000008,4,1170,165.75,48,58.5
000008,20,676.5,150,49.5,54
000009,1,751.5,604.5,168,213
000009,2,1077,155.5,50.5,68.5
000009,3,1329.3,144,53.7,79.5
000009,4,1169.25,165.375,48,60
000010,1,747.75,618,169.5,222.75
000010,2,1084.5,157.5,49.5,67.5
000010,3,1329,145.5,54,79.5
000010,4,1168.5,165,48,61.5
000011,1,744,631.5,171,232.5
000011,2,1091.63,157.875,51,68.625
000011,3,1329.5,146,54.5,79
000011,4,1167.75,166.875,46.5,60.375
000012,1,731.25,664.5,182.25,243
000012,2,1098.75,158.25,52.5,69.75
000012,3,1330,146.5,55,78.5
000012,4,1167,168.75,45,59.25
000013,1,718.5,697.5,193.5,253.5
000013,2,1105.88,158.625,54,70.875
000013,3,1330.5,147,55.5,78
000013,4,1166.25,170.625,43.5,58.125
000014,1,708,720.75,197.25,263.25
000014,2,1113,159,55.5,72
000014,3,1325.37,148.263,55.9737,78.4737
000014,4,1165.5,172.5,42,57
000015,1,697.5,744,201,273
000015,2,1108.88,162.75,55.125,71.25
000015,3,1320.24,149.526,56.4474,78.9474
000015,4,1159,172,43.5,57.5
000016,1,706.5,774.75,216.75,273
000016,2,1104.75,166.5,54.75,70.5
000016,3,1315.11,150.789,56.9211,79.4211
000016,4,1152.5,171.5,45,58
000017,1,715.5,805.5,232.5,273
000017,2,1100.63,170.25,54.375,69.75
000017,3,1309.97,152.053,57.3947,79.8947
000017,4,1146,171,46.5,58.5
000018,1,742.5,856.5,216,222
000018,2,1096.5,174,54,69
000018,3,1304.84,153.316,57.8684,80.3684
000018,4,1136,172,46.5,57.5
000019,1,774,915,235.5,163.5
000019,2,1087.5,174.5,55.5,69
000019,3,1299.71,154.579,58.3421,80.8421
000019,4,1126,173,46.5,56.5
000020,1,796.5,937.5,259.5,141
000020,2,1078.5,175,57,69
000020,3,1294.58,155.842,58.8158,81.3158
000020,4,1116,174,46.5,55.5
000021,1,822,963,261,115.5
000021,2,1069.5,175.5,58.5,69
000021,3,1289.45,157.105,59.2895,81.7895
000021,4,1110,174.5,47.5,57.5
000022,1,838.5,993.75,251.25,84.75
000022,2,1071.75,180,58.875,68.625
000022,3,1284.32,158.368,59.7632,82.2632
000022,4,1104,175,48.5,59.5
000023,1,855,1024.5,241.5,54
000023,2,1074,184.5,59.25,68.25
000023,3,1279.18,159.632,60.2368,82.7368
000023,4,1098,175.5,49.5,61.5
000024,2,1076.25,189,59.625,67.875
000024,3,1274.05,160.895,60.7105,83.2105
